percentAll,count,totalCount,percentReactive,cytCombo,id,group,stim,concGroup,cell
0,0,598,0,TNFa+IL6+IL12-IFNa+,a2036,adult,PAM,3,mDC
8.53,51,598,26.02520408,TNFa+IL6+IL12-IFNa-,a2036,adult,PAM,3,mDC
0,0,598,0,TNFa+IL6-IL12+IFNa+,a2036,adult,PAM,3,mDC
0.5,3,598,1.525510204,TNFa+IL6-IL12+IFNa-,a2036,adult,PAM,3,mDC
0,0,598,0,TNFa+IL6-IL12-IFNa+,a2036,adult,PAM,3,mDC
10.37,62,598,31.63908163,TNFa+IL6-IL12-IFNa-,a2036,adult,PAM,3,mDC
0,0,598,0,TNFa-IL6+IL12+IFNa+,a2036,adult,PAM,3,mDC
0.33,2,598,1.006836735,TNFa-IL6+IL12+IFNa-,a2036,adult,PAM,3,mDC
0.33,2,598,1.006836735,TNFa-IL6+IL12-IFNa+,a2036,adult,PAM,3,mDC
6.35,38,598,19.37397959,TNFa-IL6+IL12-IFNa-,a2036,adult,PAM,3,mDC
1,6,598,3.051020408,TNFa-IL6-IL12+IFNa+,a2036,adult,PAM,3,mDC
1.67,10,598,5.095204082,TNFa-IL6-IL12+IFNa-,a2036,adult,PAM,3,mDC
2.68,16,598,8.176734694,TNFa-IL6-IL12-IFNa+,a2036,adult,PAM,3,mDC
67.24,402,598,NA,TNFa-IL6-IL12-IFNa-,a2036,adult,PAM,3,mDC
0.04,2,5378,0.075666549,TNFa+IL6+IL12+IFNa+,a2037,adult,PAM,3,mDC
1.25,67,5378,2.364579669,TNFa+IL6+IL12+IFNa-,a2037,adult,PAM,3,mDC
0.2,11,5378,0.378332747,TNFa+IL6+IL12-IFNa+,a2037,adult,PAM,3,mDC
20.97,1128,5378,39.66818853,TNFa+IL6+IL12-IFNa-,a2037,adult,PAM,3,mDC
0,0,5378,0,TNFa+IL6-IL12+IFNa+,a2037,adult,PAM,3,mDC
0.39,21,5378,0.737748857,TNFa+IL6-IL12+IFNa-,a2037,adult,PAM,3,mDC
0.28,15,5378,0.529665846,TNFa+IL6-IL12-IFNa+,a2037,adult,PAM,3,mDC
21.29,1145,5378,40.27352093,TNFa+IL6-IL12-IFNa-,a2037,adult,PAM,3,mDC
0.02,1,5378,0.037833275,TNFa-IL6+IL12+IFNa+,a2037,adult,PAM,3,mDC
0.11,6,5378,0.208083011,TNFa-IL6+IL12+IFNa-,a2037,adult,PAM,3,mDC
0.17,9,5378,0.321582835,TNFa-IL6+IL12-IFNa+,a2037,adult,PAM,3,mDC
5.76,310,5378,10.89598312,TNFa-IL6+IL12-IFNa-,a2037,adult,PAM,3,mDC
0.19,10,5378,0.35941611,TNFa-IL6-IL12+IFNa+,a2037,adult,PAM,3,mDC
0.56,30,5378,1.059331692,TNFa-IL6-IL12+IFNa-,a2037,adult,PAM,3,mDC
1.64,88,5378,3.102328526,TNFa-IL6-IL12-IFNa+,a2037,adult,PAM,3,mDC
47.13,2535,5378,NA,TNFa-IL6-IL12-IFNa-,a2037,adult,PAM,3,mDC
0,0,1064,0,TNFa+IL6+IL12+IFNa+,n1031,neonate,PAM,3,mDC
9.96,106,1064,26.62673367,TNFa+IL6+IL12+IFNa-,n1031,neonate,PAM,3,mDC
0,0,1064,0,TNFa+IL6+IL12-IFNa+,n1031,neonate,PAM,3,mDC
5.17,55,1064,13.82130653,TNFa+IL6+IL12-IFNa-,n1031,neonate,PAM,3,mDC
0,0,1064,0,TNFa+IL6-IL12+IFNa+,n1031,neonate,PAM,3,mDC
1.22,13,1064,3.261507538,TNFa+IL6-IL12+IFNa-,n1031,neonate,PAM,3,mDC
0,0,1064,0,TNFa+IL6-IL12-IFNa+,n1031,neonate,PAM,3,mDC
5.36,57,1064,14.32924623,TNFa+IL6-IL12-IFNa-,n1031,neonate,PAM,3,mDC
0.09,1,1064,0.240603015,TNFa-IL6+IL12+IFNa+,n1031,neonate,PAM,3,mDC
2.35,25,1064,6.28241206,TNFa-IL6+IL12+IFNa-,n1031,neonate,PAM,3,mDC
0.47,5,1064,1.256482412,TNFa-IL6+IL12-IFNa+,n1031,neonate,PAM,3,mDC
8.46,90,1064,22.61668342,TNFa-IL6+IL12-IFNa-,n1031,neonate,PAM,3,mDC
0.09,1,1064,0.240603015,TNFa-IL6-IL12+IFNa+,n1031,neonate,PAM,3,mDC
3.2,34,1064,8.554773869,TNFa-IL6-IL12+IFNa-,n1031,neonate,PAM,3,mDC
1.03,11,1064,2.753567839,TNFa-IL6-IL12-IFNa+,n1031,neonate,PAM,3,mDC
62.6,666,1064,NA,TNFa-IL6-IL12-IFNa-,n1031,neonate,PAM,3,mDC
0,0,5515,0,TNFa+IL6+IL12+IFNa+,n1032,neonate,PAM,3,mDC
0.45,25,5515,5.202830189,TNFa+IL6+IL12+IFNa-,n1032,neonate,PAM,3,mDC
0.07,4,5515,0.80932914,TNFa+IL6+IL12-IFNa+,n1032,neonate,PAM,3,mDC
1.85,102,5515,21.389413,TNFa+IL6+IL12-IFNa-,n1032,neonate,PAM,3,mDC
0.11,6,5515,1.271802935,TNFa+IL6-IL12+IFNa+,n1032,neonate,PAM,3,mDC
0.07,4,5515,0.80932914,TNFa+IL6-IL12+IFNa-,n1032,neonate,PAM,3,mDC
0.09,5,5515,1.040566038,TNFa+IL6-IL12-IFNa+,n1032,neonate,PAM,3,mDC
1.99,110,5515,23.00807128,TNFa+IL6-IL12-IFNa-,n1032,neonate,PAM,3,mDC
0.04,2,5515,0.462473795,TNFa-IL6+IL12+IFNa+,n1032,neonate,PAM,3,mDC
0.09,5,5515,1.040566038,TNFa-IL6+IL12+IFNa-,n1032,neonate,PAM,3,mDC
0.07,4,5515,0.80932914,TNFa-IL6+IL12-IFNa+,n1032,neonate,PAM,3,mDC
1.99,110,5515,23.00807128,TNFa-IL6+IL12-IFNa-,n1032,neonate,PAM,3,mDC
0.22,12,5515,2.54360587,TNFa-IL6-IL12+IFNa+,n1032,neonate,PAM,3,mDC
0.74,41,5515,8.555765199,TNFa-IL6-IL12+IFNa-,n1032,neonate,PAM,3,mDC
0.85,47,5515,9.827568134,TNFa-IL6-IL12-IFNa+,n1032,neonate,PAM,3,mDC
91.37,5039,5515,NA,TNFa-IL6-IL12-IFNa-,n1032,neonate,PAM,3,mDC
0.09,1,1073,0.296226994,TNFa+IL6+IL12+IFNa+,n1033,neonate,PAM,3,mDC
4.57,49,1073,15.04174847,TNFa+IL6+IL12+IFNa-,n1033,neonate,PAM,3,mDC
0,0,1073,0,TNFa+IL6+IL12-IFNa+,n1033,neonate,PAM,3,mDC
5.68,61,1073,18.69521472,TNFa+IL6+IL12-IFNa-,n1033,neonate,PAM,3,mDC
0,0,1073,0,TNFa+IL6-IL12+IFNa+,n1033,neonate,PAM,3,mDC
1.77,19,1073,5.825797546,TNFa+IL6-IL12+IFNa-,n1033,neonate,PAM,3,mDC
0.09,1,1073,0.296226994,TNFa+IL6-IL12-IFNa+,n1033,neonate,PAM,3,mDC
5.03,54,1073,16.55579755,TNFa+IL6-IL12-IFNa-,n1033,neonate,PAM,3,mDC
0.09,1,1073,0.296226994,TNFa-IL6+IL12+IFNa+,n1033,neonate,PAM,3,mDC
0.56,6,1073,1.843190184,TNFa-IL6+IL12+IFNa-,n1033,neonate,PAM,3,mDC
0,0,1073,0,TNFa-IL6+IL12-IFNa+,n1033,neonate,PAM,3,mDC
9.6,103,1073,31.59754601,TNFa-IL6+IL12-IFNa-,n1033,neonate,PAM,3,mDC
0.56,6,1073,1.843190184,TNFa-IL6-IL12+IFNa+,n1033,neonate,PAM,3,mDC
1.3,14,1073,4.278834356,TNFa-IL6-IL12+IFNa-,n1033,neonate,PAM,3,mDC
1.03,11,1073,3.390153374,TNFa-IL6-IL12-IFNa+,n1033,neonate,PAM,3,mDC
69.63,747,1073,NA,TNFa-IL6-IL12-IFNa-,n1033,neonate,PAM,3,mDC
0,0,1832,0,TNFa+IL6+IL12+IFNa+,n1034,neonate,PAM,3,mDC
0.66,12,1832,6.680220994,TNFa+IL6+IL12+IFNa-,n1034,neonate,PAM,3,mDC
0,0,1832,0,TNFa+IL6+IL12-IFNa+,n1034,neonate,PAM,3,mDC
1.36,25,1832,13.76530387,TNFa+IL6+IL12-IFNa-,n1034,neonate,PAM,3,mDC
0.16,3,1832,1.619447514,TNFa+IL6-IL12+IFNa+,n1034,neonate,PAM,3,mDC
0.38,7,1832,3.846187845,TNFa+IL6-IL12+IFNa-,n1034,neonate,PAM,3,mDC
0,0,1832,0,TNFa+IL6-IL12-IFNa+,n1034,neonate,PAM,3,mDC
0.66,12,1832,6.680220994,TNFa+IL6-IL12-IFNa-,n1034,neonate,PAM,3,mDC
0,0,1832,0,TNFa-IL6+IL12+IFNa+,n1034,neonate,PAM,3,mDC
0.33,6,1832,3.340110497,TNFa-IL6+IL12+IFNa-,n1034,neonate,PAM,3,mDC
0,0,1832,0,TNFa-IL6+IL12-IFNa+,n1034,neonate,PAM,3,mDC
2.89,53,1832,29.25127072,TNFa-IL6+IL12-IFNa-,n1034,neonate,PAM,3,mDC
2.35,43,1832,23.78563536,TNFa-IL6-IL12+IFNa+,n1034,neonate,PAM,3,mDC
0.98,18,1832,9.919116022,TNFa-IL6-IL12+IFNa-,n1034,neonate,PAM,3,mDC
0.11,2,1832,1.113370166,TNFa-IL6-IL12-IFNa+,n1034,neonate,PAM,3,mDC
90.12,1651,1832,NA,TNFa-IL6-IL12-IFNa-,n1034,neonate,PAM,3,mDC
0,0,628,0,TNFa+IL6+IL12+IFNa+,n1035,neonate,PAM,3,mDC
4.94,31,628,11.36380952,TNFa+IL6+IL12+IFNa-,n1035,neonate,PAM,3,mDC
0,0,628,0,TNFa+IL6+IL12-IFNa+,n1035,neonate,PAM,3,mDC
3.98,25,628,9.155457875,TNFa+IL6+IL12-IFNa-,n1035,neonate,PAM,3,mDC
0,0,628,0,TNFa+IL6-IL12+IFNa+,n1035,neonate,PAM,3,mDC
2.07,13,628,4.761758242,TNFa+IL6-IL12+IFNa-,n1035,neonate,PAM,3,mDC
0,0,628,0,TNFa+IL6-IL12-IFNa+,n1035,neonate,PAM,3,mDC
4.14,26,628,9.523516484,TNFa+IL6-IL12-IFNa-,n1035,neonate,PAM,3,mDC
0,0,628,0,TNFa-IL6+IL12+IFNa+,n1035,neonate,PAM,3,mDC
2.07,13,628,4.761758242,TNFa-IL6+IL12+IFNa-,n1035,neonate,PAM,3,mDC
0,0,628,0,TNFa-IL6+IL12-IFNa+,n1035,neonate,PAM,3,mDC
8.92,56,628,20.5192674,TNFa-IL6+IL12-IFNa-,n1035,neonate,PAM,3,mDC
6.21,39,628,14.28527473,TNFa-IL6-IL12+IFNa+,n1035,neonate,PAM,3,mDC
3.18,20,628,7.315164835,TNFa-IL6-IL12+IFNa-,n1035,neonate,PAM,3,mDC
7.96,50,628,18.31091575,TNFa-IL6-IL12-IFNa+,n1035,neonate,PAM,3,mDC
56.53,355,628,NA,TNFa-IL6-IL12-IFNa-,n1035,neonate,PAM,3,mDC
0,0,1765,0,TNFa+IL6+IL12+IFNa+,n1036,neonate,PAM,3,mDC
1.98,35,1765,9.006958763,TNFa+IL6+IL12+IFNa-,n1036,neonate,PAM,3,mDC
0,0,1765,0,TNFa+IL6+IL12-IFNa+,n1036,neonate,PAM,3,mDC
2.66,47,1765,12.10025773,TNFa+IL6+IL12-IFNa-,n1036,neonate,PAM,3,mDC
0,0,1765,0,TNFa+IL6-IL12+IFNa+,n1036,neonate,PAM,3,mDC
0.45,8,1765,2.047036082,TNFa+IL6-IL12+IFNa-,n1036,neonate,PAM,3,mDC
0,0,1765,0,TNFa+IL6-IL12-IFNa+,n1036,neonate,PAM,3,mDC
1.87,33,1765,8.506572165,TNFa+IL6-IL12-IFNa-,n1036,neonate,PAM,3,mDC
0,0,1765,0,TNFa-IL6+IL12+IFNa+,n1036,neonate,PAM,3,mDC
1.59,28,1765,7.232860825,TNFa-IL6+IL12+IFNa-,n1036,neonate,PAM,3,mDC
0.28,5,1765,1.27371134,TNFa-IL6+IL12-IFNa+,n1036,neonate,PAM,3,mDC
6.29,111,1765,28.61301546,TNFa-IL6+IL12-IFNa-,n1036,neonate,PAM,3,mDC
0.4,7,1765,1.819587629,TNFa-IL6-IL12+IFNa+,n1036,neonate,PAM,3,mDC
4.7,83,1765,21.38015464,TNFa-IL6-IL12+IFNa-,n1036,neonate,PAM,3,mDC
1.76,31,1765,8.006185567,TNFa-IL6-IL12-IFNa+,n1036,neonate,PAM,3,mDC
78.02,1377,1765,NA,TNFa-IL6-IL12-IFNa-,n1036,neonate,PAM,3,mDC
0,0,834,0,TNFa+IL6+IL12+IFNa+,n1037,neonate,PAM,3,mDC
8.63,72,834,23.59809836,TNFa+IL6+IL12+IFNa-,n1037,neonate,PAM,3,mDC
0,0,834,0,TNFa+IL6+IL12-IFNa+,n1037,neonate,PAM,3,mDC
6.59,55,834,18.01986885,TNFa+IL6+IL12-IFNa-,n1037,neonate,PAM,3,mDC
0,0,834,0,TNFa+IL6-IL12+IFNa+,n1037,neonate,PAM,3,mDC
2.16,18,834,5.906360656,TNFa+IL6-IL12+IFNa-,n1037,neonate,PAM,3,mDC
0.12,1,834,0.328131148,TNFa+IL6-IL12-IFNa+,n1037,neonate,PAM,3,mDC
4.92,41,834,13.45337705,TNFa+IL6-IL12-IFNa-,n1037,neonate,PAM,3,mDC
0,0,834,0,TNFa-IL6+IL12+IFNa+,n1037,neonate,PAM,3,mDC
1.68,14,834,4.593836066,TNFa-IL6+IL12+IFNa-,n1037,neonate,PAM,3,mDC
0,0,834,0,TNFa-IL6+IL12-IFNa+,n1037,neonate,PAM,3,mDC
9.11,76,834,24.91062295,TNFa-IL6+IL12-IFNa-,n1037,neonate,PAM,3,mDC
0.24,2,834,0.656262295,TNFa-IL6-IL12+IFNa+,n1037,neonate,PAM,3,mDC
1.68,14,834,4.593836066,TNFa-IL6-IL12+IFNa-,n1037,neonate,PAM,3,mDC
1.44,12,834,3.93757377,TNFa-IL6-IL12-IFNa+,n1037,neonate,PAM,3,mDC
63.43,529,834,NA,TNFa-IL6-IL12-IFNa-,n1037,neonate,PAM,3,mDC
0,0,1501,0,TNFa+IL6+IL12+IFNa+,n1038,neonate,PAM,3,mDC
0.93,14,1501,10.41738806,TNFa+IL6+IL12+IFNa-,n1038,neonate,PAM,3,mDC
0,0,1501,0,TNFa+IL6+IL12-IFNa+,n1038,neonate,PAM,3,mDC
0.67,10,1501,7.505,TNFa+IL6+IL12-IFNa-,n1038,neonate,PAM,3,mDC
0,0,1501,0,TNFa+IL6-IL12+IFNa+,n1038,neonate,PAM,3,mDC
0.33,5,1501,3.696492537,TNFa+IL6-IL12+IFNa-,n1038,neonate,PAM,3,mDC
0,0,1501,0,TNFa+IL6-IL12-IFNa+,n1038,neonate,PAM,3,mDC
0.73,11,1501,8.177089552,TNFa+IL6-IL12-IFNa-,n1038,neonate,PAM,3,mDC
0,0,1501,0,TNFa-IL6+IL12+IFNa+,n1038,neonate,PAM,3,mDC
0.33,5,1501,3.696492537,TNFa-IL6+IL12+IFNa-,n1038,neonate,PAM,3,mDC
0.2,3,1501,2.240298507,TNFa-IL6+IL12-IFNa+,n1038,neonate,PAM,3,mDC
2.07,31,1501,23.18708955,TNFa-IL6+IL12-IFNa-,n1038,neonate,PAM,3,mDC
0.87,13,1501,9.745298507,TNFa-IL6-IL12+IFNa+,n1038,neonate,PAM,3,mDC
0.53,8,1501,5.936791045,TNFa-IL6-IL12+IFNa-,n1038,neonate,PAM,3,mDC
2.27,34,1501,25.42738806,TNFa-IL6-IL12-IFNa+,n1038,neonate,PAM,3,mDC
91.07,1367,1501,NA,TNFa-IL6-IL12-IFNa-,n1038,neonate,PAM,3,mDC
0,0,2489,0,TNFa+IL6+IL12+IFNa+,n1039,neonate,PAM,3,mDC
2.37,59,2489,11.70422619,TNFa+IL6+IL12+IFNa-,n1039,neonate,PAM,3,mDC
0,0,2489,0,TNFa+IL6+IL12-IFNa+,n1039,neonate,PAM,3,mDC
3.29,82,2489,16.24763889,TNFa+IL6+IL12-IFNa-,n1039,neonate,PAM,3,mDC
0,0,2489,0,TNFa+IL6-IL12+IFNa+,n1039,neonate,PAM,3,mDC
1.89,47,2489,9.33375,TNFa+IL6-IL12+IFNa-,n1039,neonate,PAM,3,mDC
0,0,2489,0,TNFa+IL6-IL12-IFNa+,n1039,neonate,PAM,3,mDC
6.95,173,2489,34.32251984,TNFa+IL6-IL12-IFNa-,n1039,neonate,PAM,3,mDC
0,0,2489,0,TNFa-IL6+IL12+IFNa+,n1039,neonate,PAM,3,mDC
0.2,5,2489,0.987698413,TNFa-IL6+IL12+IFNa-,n1039,neonate,PAM,3,mDC
0,0,2489,0,TNFa-IL6+IL12-IFNa+,n1039,neonate,PAM,3,mDC
4.1,102,2489,20.24781746,TNFa-IL6+IL12-IFNa-,n1039,neonate,PAM,3,mDC
0.04,1,2489,0.197539683,TNFa-IL6-IL12+IFNa+,n1039,neonate,PAM,3,mDC
0.6,15,2489,2.963095238,TNFa-IL6-IL12+IFNa-,n1039,neonate,PAM,3,mDC
0.8,20,2489,3.950793651,TNFa-IL6-IL12-IFNa+,n1039,neonate,PAM,3,mDC
79.76,1985,2489,NA,TNFa-IL6-IL12-IFNa-,n1039,neonate,PAM,3,mDC
0,0,1778,0,TNFa+IL6+IL12+IFNa+,n1040,neonate,PAM,3,mDC
1.74,31,1778,9.072492669,TNFa+IL6+IL12+IFNa-,n1040,neonate,PAM,3,mDC
0,0,1778,0,TNFa+IL6+IL12-IFNa+,n1040,neonate,PAM,3,mDC
2.92,52,1778,15.22510264,TNFa+IL6+IL12-IFNa-,n1040,neonate,PAM,3,mDC
0,0,1778,0,TNFa+IL6-IL12+IFNa+,n1040,neonate,PAM,3,mDC
2.98,53,1778,15.53794721,TNFa+IL6-IL12+IFNa-,n1040,neonate,PAM,3,mDC
0,0,1778,0,TNFa+IL6-IL12-IFNa+,n1040,neonate,PAM,3,mDC
6.81,121,1778,35.50785924,TNFa+IL6-IL12-IFNa-,n1040,neonate,PAM,3,mDC
0,0,1778,0,TNFa-IL6+IL12+IFNa+,n1040,neonate,PAM,3,mDC
0.22,4,1778,1.147096774,TNFa-IL6+IL12+IFNa-,n1040,neonate,PAM,3,mDC
0,0,1778,0,TNFa-IL6+IL12-IFNa+,n1040,neonate,PAM,3,mDC
2.14,38,1778,11.15812317,TNFa-IL6+IL12-IFNa-,n1040,neonate,PAM,3,mDC
0.28,5,1778,1.459941349,TNFa-IL6-IL12+IFNa+,n1040,neonate,PAM,3,mDC
1.46,26,1778,7.61255132,TNFa-IL6-IL12+IFNa-,n1040,neonate,PAM,3,mDC
0.62,11,1778,3.232727273,TNFa-IL6-IL12-IFNa+,n1040,neonate,PAM,3,mDC
80.83,1437,1778,NA,TNFa-IL6-IL12-IFNa-,n1040,neonate,PAM,3,mDC
0,0,1372,0,TNFa+IL6+IL12+IFNa+,n1041,neonate,PAM,3,mDC
2.11,29,1372,9.948178694,TNFa+IL6+IL12+IFNa-,n1041,neonate,PAM,3,mDC
0,0,1372,0,TNFa+IL6+IL12-IFNa+,n1041,neonate,PAM,3,mDC
2.41,33,1372,11.36261168,TNFa+IL6+IL12-IFNa-,n1041,neonate,PAM,3,mDC
0,0,1372,0,TNFa+IL6-IL12+IFNa+,n1041,neonate,PAM,3,mDC
3.13,43,1372,14.75725086,TNFa+IL6-IL12+IFNa-,n1041,neonate,PAM,3,mDC
0,0,1372,0,TNFa+IL6-IL12-IFNa+,n1041,neonate,PAM,3,mDC
11.01,151,1372,51.90969072,TNFa+IL6-IL12-IFNa-,n1041,neonate,PAM,3,mDC
0,0,1372,0,TNFa-IL6+IL12+IFNa+,n1041,neonate,PAM,3,mDC
0.22,3,1372,1.037250859,TNFa-IL6+IL12+IFNa-,n1041,neonate,PAM,3,mDC
0,0,1372,0,TNFa-IL6+IL12-IFNa+,n1041,neonate,PAM,3,mDC
1.02,14,1372,4.809072165,TNFa-IL6+IL12-IFNa-,n1041,neonate,PAM,3,mDC
0,0,1372,0,TNFa-IL6-IL12+IFNa+,n1041,neonate,PAM,3,mDC
1.02,14,1372,4.809072165,TNFa-IL6-IL12+IFNa-,n1041,neonate,PAM,3,mDC
0.29,4,1372,1.367285223,TNFa-IL6-IL12-IFNa+,n1041,neonate,PAM,3,mDC
78.79,1081,1372,NA,TNFa-IL6-IL12-IFNa-,n1041,neonate,PAM,3,mDC
0,0,7252,0,TNFa+IL6+IL12+IFNa+,n1042,neonate,PAM,3,mDC
0.17,12,7252,5.136833333,TNFa+IL6+IL12+IFNa-,n1042,neonate,PAM,3,mDC
0,0,7252,0,TNFa+IL6+IL12-IFNa+,n1042,neonate,PAM,3,mDC
0.36,26,7252,10.878,TNFa+IL6+IL12-IFNa-,n1042,neonate,PAM,3,mDC
0.04,3,7252,1.208666667,TNFa+IL6-IL12+IFNa+,n1042,neonate,PAM,3,mDC
0.03,2,7252,0.9065,TNFa+IL6-IL12+IFNa-,n1042,neonate,PAM,3,mDC
0.04,3,7252,1.208666667,TNFa+IL6-IL12-IFNa+,n1042,neonate,PAM,3,mDC
0.41,30,7252,12.38883333,TNFa+IL6-IL12-IFNa-,n1042,neonate,PAM,3,mDC
0.07,5,7252,2.115166667,TNFa-IL6+IL12+IFNa+,n1042,neonate,PAM,3,mDC
0.06,4,7252,1.813,TNFa-IL6+IL12+IFNa-,n1042,neonate,PAM,3,mDC
0.01,1,7252,0.302166667,TNFa-IL6+IL12-IFNa+,n1042,neonate,PAM,3,mDC
1.05,76,7252,31.7275,TNFa-IL6+IL12-IFNa-,n1042,neonate,PAM,3,mDC
0.3,22,7252,9.065,TNFa-IL6-IL12+IFNa+,n1042,neonate,PAM,3,mDC
0.36,26,7252,10.878,TNFa-IL6-IL12+IFNa-,n1042,neonate,PAM,3,mDC
0.41,30,7252,12.38883333,TNFa-IL6-IL12-IFNa+,n1042,neonate,PAM,3,mDC
96.69,7012,7252,NA,TNFa-IL6-IL12-IFNa-,n1042,neonate,PAM,3,mDC
0,0,540,0,TNFa+IL6+IL12+IFNa+,n1049,neonate,PAM,3,mDC
3.7,20,540,9.794117647,TNFa+IL6+IL12+IFNa-,n1049,neonate,PAM,3,mDC
0.19,1,540,0.502941176,TNFa+IL6+IL12-IFNa+,n1049,neonate,PAM,3,mDC
9.26,50,540,24.51176471,TNFa+IL6+IL12-IFNa-,n1049,neonate,PAM,3,mDC
0.19,1,540,0.502941176,TNFa+IL6-IL12+IFNa+,n1049,neonate,PAM,3,mDC
2.04,11,540,5.4,TNFa+IL6-IL12+IFNa-,n1049,neonate,PAM,3,mDC
0,0,540,0,TNFa+IL6-IL12-IFNa+,n1049,neonate,PAM,3,mDC
7.96,43,540,21.07058824,TNFa+IL6-IL12-IFNa-,n1049,neonate,PAM,3,mDC
0,0,540,0,TNFa-IL6+IL12+IFNa+,n1049,neonate,PAM,3,mDC
1.11,6,540,2.938235294,TNFa-IL6+IL12+IFNa-,n1049,neonate,PAM,3,mDC
0.37,2,540,0.979411765,TNFa-IL6+IL12-IFNa+,n1049,neonate,PAM,3,mDC
7.59,41,540,20.09117647,TNFa-IL6+IL12-IFNa-,n1049,neonate,PAM,3,mDC
0.56,3,540,1.482352941,TNFa-IL6-IL12+IFNa+,n1049,neonate,PAM,3,mDC
3.15,17,540,8.338235294,TNFa-IL6-IL12+IFNa-,n1049,neonate,PAM,3,mDC
1.67,9,540,4.420588235,TNFa-IL6-IL12-IFNa+,n1049,neonate,PAM,3,mDC
62.21,336,540,NA,TNFa-IL6-IL12-IFNa-,n1049,neonate,PAM,3,mDC
0,0,802,0,TNFa+IL6+IL12+IFNa+,n1050,neonate,PAM,3,mDC
0.5,4,802,2.401197605,TNFa+IL6+IL12+IFNa-,n1050,neonate,PAM,3,mDC
0,0,802,0,TNFa+IL6+IL12-IFNa+,n1050,neonate,PAM,3,mDC
0.5,4,802,2.401197605,TNFa+IL6+IL12-IFNa-,n1050,neonate,PAM,3,mDC
0,0,802,0,TNFa+IL6-IL12+IFNa+,n1050,neonate,PAM,3,mDC
0.75,6,802,3.601796407,TNFa+IL6-IL12+IFNa-,n1050,neonate,PAM,3,mDC
0,0,802,0,TNFa+IL6-IL12-IFNa+,n1050,neonate,PAM,3,mDC
0.75,6,802,3.601796407,TNFa+IL6-IL12-IFNa-,n1050,neonate,PAM,3,mDC
0,0,802,0,TNFa-IL6+IL12+IFNa+,n1050,neonate,PAM,3,mDC
1.25,10,802,6.002994012,TNFa-IL6+IL12+IFNa-,n1050,neonate,PAM,3,mDC
0,0,802,0,TNFa-IL6+IL12-IFNa+,n1050,neonate,PAM,3,mDC
7.11,57,802,34.14502994,TNFa-IL6+IL12-IFNa-,n1050,neonate,PAM,3,mDC
0.87,7,802,4.178083832,TNFa-IL6-IL12+IFNa+,n1050,neonate,PAM,3,mDC
8.6,69,802,41.3005988,TNFa-IL6-IL12+IFNa-,n1050,neonate,PAM,3,mDC
0.5,4,802,2.401197605,TNFa-IL6-IL12-IFNa+,n1050,neonate,PAM,3,mDC
79.17,635,802,NA,TNFa-IL6-IL12-IFNa-,n1050,neonate,PAM,3,mDC
0,0,1149,0,TNFa+IL6+IL12+IFNa+,n1051,neonate,PAM,3,mDC
1.39,16,1149,8.872833333,TNFa+IL6+IL12+IFNa-,n1051,neonate,PAM,3,mDC
0,0,1149,0,TNFa+IL6+IL12-IFNa+,n1051,neonate,PAM,3,mDC
1.57,18,1149,10.02183333,TNFa+IL6+IL12-IFNa-,n1051,neonate,PAM,3,mDC
0,0,1149,0,TNFa+IL6-IL12+IFNa+,n1051,neonate,PAM,3,mDC
0.87,10,1149,5.5535,TNFa+IL6-IL12+IFNa-,n1051,neonate,PAM,3,mDC
0,0,1149,0,TNFa+IL6-IL12-IFNa+,n1051,neonate,PAM,3,mDC
2.26,26,1149,14.42633333,TNFa+IL6-IL12-IFNa-,n1051,neonate,PAM,3,mDC
0,0,1149,0,TNFa-IL6+IL12+IFNa+,n1051,neonate,PAM,3,mDC
0.44,5,1149,2.808666667,TNFa-IL6+IL12+IFNa-,n1051,neonate,PAM,3,mDC
0,0,1149,0,TNFa-IL6+IL12-IFNa+,n1051,neonate,PAM,3,mDC
5.13,59,1149,32.7465,TNFa-IL6+IL12-IFNa-,n1051,neonate,PAM,3,mDC
0.17,2,1149,1.085166667,TNFa-IL6-IL12+IFNa+,n1051,neonate,PAM,3,mDC
3.13,36,1149,19.97983333,TNFa-IL6-IL12+IFNa-,n1051,neonate,PAM,3,mDC
0.7,8,1149,4.468333333,TNFa-IL6-IL12-IFNa+,n1051,neonate,PAM,3,mDC
84.34,969,1149,NA,TNFa-IL6-IL12-IFNa-,n1051,neonate,PAM,3,mDC
0,0,772,0,TNFa+IL6+IL12+IFNa+,n1053,neonate,PAM,3,mDC
0,0,772,0,TNFa+IL6+IL12+IFNa-,n1053,neonate,PAM,3,mDC
0,0,772,0,TNFa+IL6+IL12-IFNa+,n1053,neonate,PAM,3,mDC
1.3,10,772,11.80705882,TNFa+IL6+IL12-IFNa-,n1053,neonate,PAM,3,mDC
0,0,772,0,TNFa+IL6-IL12+IFNa+,n1053,neonate,PAM,3,mDC
0.13,1,772,1.180705882,TNFa+IL6-IL12+IFNa-,n1053,neonate,PAM,3,mDC
0,0,772,0,TNFa+IL6-IL12-IFNa+,n1053,neonate,PAM,3,mDC
1.55,12,772,14.07764706,TNFa+IL6-IL12-IFNa-,n1053,neonate,PAM,3,mDC
0,0,772,0,TNFa-IL6+IL12+IFNa+,n1053,neonate,PAM,3,mDC
0.13,1,772,1.180705882,TNFa-IL6+IL12+IFNa-,n1053,neonate,PAM,3,mDC
0,0,772,0,TNFa-IL6+IL12-IFNa+,n1053,neonate,PAM,3,mDC
